Test,Output,Nominal,Spec,Weight,Pass/Fail
yg9bq_DDPUF_128_mc_1,E7_iter35,-89.46e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter36,-105.2e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter37,-37.4e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter38,-61.3e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter39,-83.02e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter40,110.2e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter41,-18.52e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter42,145.3e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter43,124.1e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter44,-353.9e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter45,107.1e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter46,295.8e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter47,370.2e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter48,-286.7e-6,,,
yg9bq_DDPUF_128_mc_1,E7_iter49,-428e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter0,-79.55e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter1,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter2,-325.7e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter3,-94.67e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter4,197.1e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter5,-98.74e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter6,270.6e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter7,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter8,-491.4e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter9,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter10,68.66e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter11,420.7e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter12,242.6e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter13,800e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter14,-187.8e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter15,800e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter16,272.6e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter17,122e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter18,-76.14e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter19,-359.4e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter20,-439.3e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter21,-129.9e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter22,71.81e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter23,-280.7e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter24,-238.3e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter25,-259.9e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter26,253.7e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter27,433e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter28,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter29,177.5e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter30,64.46e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter31,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter32,800e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter33,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter34,-548.3e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter35,800e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter36,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter37,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter38,-371.8e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter39,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter40,6.287e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter41,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E8_iter42,481.1e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter43,79.3e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter44,-15.76e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter45,-455.6e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter46,-234.9e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter47,-84e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter48,-58.01e-6,,,
yg9bq_DDPUF_128_mc_1,E8_iter49,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter0,800e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter1,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter2,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter3,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter4,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter5,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter6,800e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter7,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter8,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter9,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter10,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter11,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter12,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter13,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter14,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter15,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter16,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter17,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter18,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter19,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter20,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter21,800e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter22,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter23,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter24,800e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter25,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter26,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter27,800e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter28,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter29,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter30,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter31,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter32,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter33,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter34,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter35,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter36,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter37,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter38,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter39,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter40,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter41,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter42,800e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter43,800e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter44,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter45,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter46,800e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter47,800e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter48,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E9_iter49,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E10_iter0,-2.269e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter1,205.4e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter2,131.7e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter3,25.74e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter4,-73.98e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter5,565.9e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter6,-224.3e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter7,-297.7e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter8,92.46e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter9,57.06e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter10,-187.1e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter11,-85.29e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter12,356.5e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter13,-268.3e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter14,-264.6e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter15,-304.5e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter16,17.54e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter17,13.89e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter18,114.4e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter19,137.1e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter20,183e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter21,-108.3e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter22,-204.6e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter23,371.6e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter24,201.3e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter25,-108.4e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter26,121.7e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter27,-345.7e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter28,80.15e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter29,-169.5e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter30,-291.9e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter31,-197.9e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter32,550.1e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter33,-195.9e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter34,122.3e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter35,450.8e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter36,-219.9e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter37,66.21e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter38,-85.24e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter39,42.69e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter40,-26.99e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter41,313.4e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter42,-550.4e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter43,158.9e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter44,234e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter45,110.6e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter46,24.23e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter47,24.43e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter48,585.9e-6,,,
yg9bq_DDPUF_128_mc_1,E10_iter49,-124.5e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter0,-33.57e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter1,247e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter2,147.6e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter3,240e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter4,-20.08e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter5,-205.6e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter6,77.61e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter7,-458.8e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter8,-217.5e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter9,156.3e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter10,-286.6e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter11,344.1e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter12,-86.97e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter13,204.4e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter14,-317.8e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter15,51.57e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter16,-166.9e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter17,-284e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter18,67.74e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter19,-88.55e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter20,23.43e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter21,-186.8e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter22,168.4e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter23,-136.2e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter24,409.9e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter25,335.3e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter26,307.6e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter27,-442.5e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter28,262.4e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter29,6.864e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter30,-211.1e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter31,-19.64e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter32,-217.8e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter33,-54.38e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter34,-304e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter35,-99.07e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter36,-194.7e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter37,-33.99e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter38,502.1e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter39,-299.6e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter40,359e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter41,317.1e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter42,-64.85e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter43,-125.3e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter44,69.34e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter45,165.8e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter46,-253.8e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter47,-476.4e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter48,406.8e-6,,,
yg9bq_DDPUF_128_mc_1,E11_iter49,-85.82e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter0,108.3e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter1,104.9e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter2,96.98e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter3,-84e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter4,441.2e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter5,-411e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter6,625.7e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter7,183e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter8,203.5e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter9,90.43e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter10,230.6e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter11,106.7e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter12,397.6e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter13,-218.6e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter14,85.21e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter15,454.4e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter16,-269.8e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter17,-121.2e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter18,-201.7e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter19,-431.3e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter20,-428.9e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter21,134e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter22,-423.3e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter23,159.1e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter24,383.6e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter25,365.1e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter26,-215.3e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter27,-83.56e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter28,100.8e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter29,-154.4e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter30,196.6e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter31,-64.56e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter32,-517.5e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter33,127.3e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter34,223.6e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter35,102.9e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter36,-239.4e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter37,56.82e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter38,113.4e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter39,-131.7e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter40,365e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter41,-81.06e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter42,-86.7e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter43,-195.9e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter44,397.9e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter45,-451.2e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter46,-10.59e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter47,146.9e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter48,-213.2e-6,,,
yg9bq_DDPUF_128_mc_1,E12_iter49,392.7e-6,,,
yg9bq_DDPUF_128_mc_1,E13_iter0,800e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter1,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter2,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter3,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter4,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter5,799.6e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter6,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter7,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter8,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter9,800e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter10,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter11,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter12,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter13,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter14,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter15,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter16,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter17,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter18,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter19,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter20,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter21,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter22,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter23,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter24,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter25,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter26,800e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter27,800e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter28,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter29,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter30,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter31,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter32,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter33,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter34,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter35,800.1e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter36,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter37,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter38,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter39,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter40,800.4e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter41,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter42,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter43,800.3e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter44,800.2e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter45,800e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter46,799.9e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter47,799.7e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter48,799.5e-3,,,
yg9bq_DDPUF_128_mc_1,E13_iter49,799.8e-3,,,
yg9bq_DDPUF_128_mc_1,E14_iter0,331.4e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter1,-289.9e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter2,371e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter3,-148.1e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter4,-97.27e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter5,-133.5e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter6,-108.2e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter7,331.4e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter8,-395.3e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter9,526e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter10,344.5e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter11,357.6e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter12,73.72e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter13,-151.2e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter14,56.29e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter15,-73.26e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter16,351e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter17,111.2e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter18,-116.6e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter19,-569.3e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter20,347.1e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter21,113.5e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter22,560.4e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter23,145.4e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter24,-29.65e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter25,113.1e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter26,-357.7e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter27,-416.1e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter28,-198.1e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter29,121.4e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter30,119.8e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter31,615.1e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter32,19.51e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter33,81.8e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter34,-225.4e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter35,-57.81e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter36,-157.4e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter37,-172.9e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter38,-242.3e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter39,-5.838e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter40,-154.6e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter41,-73.43e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter42,32.56e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter43,433e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter44,204.6e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter45,-155.1e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter46,16.69e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter47,123.4e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter48,141.7e-6,,,
yg9bq_DDPUF_128_mc_1,E14_iter49,-92.05e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter0,88.16e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter1,60.72e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter2,550.8e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter3,70.95e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter4,64.25e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter5,-73.92e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter6,-125e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter7,263.7e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter8,-57.85e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter9,-116e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter10,-176.3e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter11,122.5e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter12,-417.7e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter13,12.07e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter14,90.22e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter15,131.3e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter16,-677.8e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter17,101.5e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter18,67.01e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter19,-440.3e-6,,,
yg9bq_DDPUF_128_mc_1,E15_iter20,-53.92e-6,,,
