Point,Corner,mc_iteration,Pass/Fail,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
45,nom,45,,800e-3,800e-3,55.15e-9,800e-3,800e-3,800e-3,800e-3,800e-3,46.48e-9,89.55e-9,800e-3,800e-3,800e-3,800e-3,800e-3,85.71e-9,52.65e-9,145.9e-9,800e-3,800e-3,800e-3,800e-3,109.5e-9,800e-3,57.82e-9,52.38e-9,800e-3,800e-3,50.56e-9,800e-3,70.14e-9,61.04e-9,800e-3,800e-3,800e-3,45.44e-9,44.73e-9,800e-3,60.37e-9,88.34e-9,800e-3,74.69e-9,800e-3,76.27e-9,44.97e-9,800e-3,800e-3,800e-3,32.41e-9,51.41e-9,800e-3,58.65e-9,-14.15e-9,800e-3,-1.852e-6,800e-3,800e-3,800e-3,74.66e-9,95.45e-9,62.59e-9,98.23e-9,84.03e-9,800e-3,53.89e-9,800e-3,67.24e-9,800e-3,800e-3,76.29e-9,800e-3,800e-3,64.92e-9,54.07e-9,800e-3,800e-3,800e-3,800e-3,112.8e-9,800e-3,2.057e-9,84.88e-9,64.25e-9,44.64e-9,53.45e-9,800e-3,21.06e-9,79.1e-9,800e-3,297.3e-9,72.91e-9,800e-3,59.48e-9,93.63e-9,54.47e-9,800e-3,800e-3,44.69e-9,800e-3,67.8e-9,49.76e-9,800e-3,55.97e-9,77.45e-9,800e-3,44.33e-9,800e-3,51.73e-9,77.47e-9,131.8e-9,800e-3,67.98e-9,800e-3,48.37e-9,800e-3,800e-3,86.91e-9,66.59e-9,52.57e-9,59.77e-9,51.4e-9,800e-3,800e-3,84.4e-9,800e-3,800e-3,46.35e-9,48.97e-9
46,nom,46,,800e-3,43.43e-9,800e-3,800e-3,800e-3,800e-3,105.3e-9,800e-3,800e-3,800e-3,52.42e-9,800e-3,800e-3,56.13e-9,50.55e-9,800e-3,133e-9,65.05e-9,94.87e-9,800e-3,800e-3,61.65e-9,828.7e-9,43.52e-9,50.46e-9,800e-3,63.49e-9,126.9e-9,800e-3,800e-3,70.14e-9,72.06e-9,800e-3,86.86e-9,-464.4e-9,55.14e-9,62.9e-9,56.96e-9,80.42e-9,800e-3,87.85e-9,800e-3,45.73e-9,28.62e-9,800e-3,800e-3,84.86e-9,800e-3,129.7e-9,800e-3,800e-3,94.85e-9,86.08e-9,800e-3,32.35e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,49.8e-9,66.85e-9,800e-3,43.27e-9,56.4e-9,79.79e-9,47.18e-9,83.04e-9,800e-3,75.78e-9,97.59e-9,800e-3,36.82e-9,60.31e-9,800e-3,800e-3,57.09e-9,48.89e-9,800e-3,65.27e-9,53.88e-9,65.49e-9,62.4e-9,800e-3,800e-3,800e-3,301.1e-9,74.64e-9,800e-3,800e-3,79.16e-9,52.66e-9,61.94e-9,160.9e-9,800e-3,78.27e-9,800e-3,800e-3,800e-3,800e-3,154.4e-9,800e-3,55.09e-9,58.45e-9,800e-3,58.51e-9,800e-3,51.76e-9,84.95e-9,800e-3,800e-3,800e-3,800e-3,52.01e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,69.83e-9,85.74e-9,-10.2e-9,800e-3,800e-3,60.31e-9
47,nom,47,,-2.879e-6,800e-3,800e-3,90.74e-9,76.75e-9,43.86e-9,800e-3,132.8e-9,800e-3,50.62e-9,73.45e-9,52.41e-9,800e-3,800e-3,68.01e-9,800e-3,6.531e-9,800e-3,208.6e-9,56.88e-9,77.26e-9,800e-3,800e-3,65.79e-9,800e-3,800e-3,50.2e-9,800e-3,-114.6e-9,132.9e-9,800e-3,800e-3,113.2e-9,43.46e-9,800e-3,800e-3,55.66e-9,800e-3,800e-3,800e-3,49.13e-9,68.54e-9,153e-9,800e-3,125.3e-9,114.4e-9,57.58e-9,128.2e-9,800e-3,7.453e-9,800e-3,800e-3,800e-3,56.21e-9,800e-3,77.54e-9,73.35e-9,800e-3,800e-3,59.03e-9,75.7e-9,800e-3,800e-3,50.21e-9,119.5e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,51.25e-9,79.45e-9,800e-3,59.53e-9,68.29e-9,800e-3,122.5e-9,800e-3,81.35e-9,54.06e-9,73.65e-9,800e-3,52.47e-9,110.4e-9,800e-3,800e-3,800e-3,54.14e-9,800e-3,800e-3,800e-3,51.94e-9,51.56e-9,800e-3,50.52e-9,-42.54e-9,800e-3,800e-3,64.08e-9,105.4e-9,61.33e-9,800e-3,800e-3,800e-3,94.46e-9,81.42e-9,800e-3,800e-3,51.19e-9,800e-3,52.4e-9,74.43e-9,800e-3,800e-3,800e-3,70.82e-9,61.9e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3
48,nom,48,,46.65e-9,800e-3,800e-3,800e-3,800e-3,49.81e-9,800e-3,60.75e-9,53.23e-9,800e-3,800e-3,57.92e-9,800e-3,63.46e-9,800e-3,65.99e-9,74.61e-9,800e-3,800e-3,68.94e-9,800e-3,800e-3,800e-3,800e-3,116.5e-9,65.61e-9,800e-3,112.1e-9,-107.6e-9,800e-3,122.7e-9,68.1e-9,800e-3,800e-3,800e-3,84.27e-9,19.44e-9,14.31e-9,800e-3,59.48e-9,53.96e-9,800e-3,800e-3,103.4e-9,109.1e-9,800e-3,2.467e-9,800e-3,800e-3,800e-3,-7.633e-9,463.4e-9,800e-3,62.01e-9,800e-3,72.99e-9,800e-3,53.77e-9,800e-3,800e-3,800e-3,29.43e-9,800e-3,800e-3,800e-3,800e-3,49.11e-9,53.66e-9,116.1e-9,53.63e-9,800e-3,50.96e-9,800e-3,67.44e-9,800e-3,800e-3,800e-3,85.74e-9,48.54e-9,51.48e-9,800e-3,800e-3,129.3e-9,72.7e-9,800e-3,800e-3,55.57e-9,80.46e-9,46.28e-9,74.6e-9,71.07e-9,92.07e-9,800e-3,800e-3,800e-3,63.35e-9,800e-3,800e-3,75.09e-9,800e-3,800e-3,48.73e-9,800e-3,57.85e-9,800e-3,73.71e-9,800e-3,800e-3,800e-3,46.72e-9,67.97e-9,800e-3,800e-3,48.25e-9,73.4e-9,800e-3,70.14e-9,110.5e-9,42.6e-9,800e-3,800e-3,800e-3,800e-3,93.3e-9,68.29e-9,800e-3,800e-3,72.31e-9
49,nom,49,,800e-3,48.87e-9,51.56e-9,63.85e-9,800e-3,800e-3,800e-3,800e-3,67.8e-9,79.78e-9,800e-3,65.13e-9,800e-3,74.35e-9,50.19e-9,47.87e-9,800e-3,64.45e-9,49.35e-9,800e-3,800e-3,54.77e-9,800e-3,57.32e-9,37.61e-9,800e-3,77.48e-9,800e-3,55.84e-9,45.93e-9,76.74e-9,800e-3,800e-3,800e-3,73.33e-9,58.59e-9,55.38e-9,800e-3,80.25e-9,800e-3,62.77e-9,59.73e-9,800e-3,800e-3,55.17e-9,800e-3,800e-3,48.48e-9,81.2e-9,942.3e-12,800e-3,800e-3,138.2e-9,98.99e-9,800e-3,800e-3,85.28e-9,71.84e-9,25.8e-9,800e-3,48.86e-9,800e-3,14.14e-9,800e-3,58.28e-9,76.75e-9,150.7e-9,71.88e-9,116.2e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,74.36e-9,800e-3,800e-3,800e-3,17.28e-9,70.93e-9,800e-3,57.02e-9,49.88e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,62.01e-9,800e-3,47.13e-9,800e-3,28.42e-9,73.98e-9,53.16e-9,800e-3,57.18e-9,91.08e-9,-100.8e-9,73.08e-9,75.14e-9,65.12e-9,800e-3,62.99e-9,88.6e-9,800e-3,800e-3,800e-3,54.38e-9,800e-3,69.13e-9,800e-3,800e-3,26.7e-9,95.04e-9,800e-3,51.67e-9,800e-3,800e-3,48.37e-9,52.86e-9,64.03e-9,48.23e-9,82.64e-9,52.88e-9
50,nom,50,,42.78e-9,58.74e-9,88.11e-9,53.46e-9,-842.9e-9,800e-3,800e-3,800e-3,109.7e-9,67.18e-9,69.14e-9,47.68e-9,82.14e-9,800e-3,800e-3,800e-3,800e-3,104.1e-9,800e-3,800e-3,49.86e-9,74.8e-9,800e-3,77.11e-9,800e-3,800e-3,800e-3,45.57e-9,800e-3,800e-3,800e-3,800e-3,104.4e-9,119.7e-9,59.56e-9,48.48e-9,66.68e-9,800e-3,800e-3,84.02e-9,800e-3,69.24e-9,51.18e-9,800e-3,800e-3,51.95e-9,800e-3,800e-3,800e-3,800e-3,800e-3,53.32e-9,47.45e-9,800e-3,800e-3,800e-3,800e-3,800e-3,38.75e-9,800e-3,800e-3,800e-3,800e-3,77.59e-9,73.28e-9,44.51e-9,54.04e-9,800e-3,800e-3,71.36e-9,63.34e-9,800e-3,45.33e-9,53.69e-9,800e-3,800e-3,800e-3,800e-3,800e-3,82.71e-9,800e-3,97.12e-9,800e-3,800e-3,56.93e-9,800e-3,800e-3,800e-3,800e-3,82.44e-9,87.56e-9,69.25e-9,48.95e-9,54.18e-9,66.23e-9,800e-3,800e-3,800e-3,67.59e-9,82.56e-9,48.98e-9,800e-3,108.8e-9,800e-3,56.99e-9,800e-3,78.18e-9,55.03e-9,800e-3,800e-3,70.14e-9,47e-9,800e-3,91.44e-9,65.74e-9,87.46e-9,67.86e-9,51.96e-9,800e-3,43.91e-9,19.03e-9,800e-3,800e-3,800e-3,58.81e-9,56e-9,64.44e-9,74.7e-9
51,nom,51,,74.83e-9,800e-3,50.28e-9,800e-3,62.31e-9,80.1e-9,800e-3,95.32e-9,61.09e-9,800e-3,53.27e-9,800e-3,800e-3,800e-3,800e-3,800e-3,44.75e-9,800e-3,800e-3,55.59e-9,800e-3,43.13e-9,66.46e-9,49e-9,59.43e-9,87.68e-9,51.8e-9,64.37e-9,800e-3,800e-3,800e-3,77.87e-9,61.05e-9,800e-3,56.8e-9,800e-3,138.5e-9,80.63e-9,39.43e-9,800e-3,800e-3,800e-3,73.98e-9,52.72e-9,800e-3,800e-3,800e-3,800e-3,56.98e-9,56.71e-9,104.8e-9,800e-3,75.63e-9,49.85e-9,65.08e-9,800e-3,800e-3,56.4e-9,800e-3,800e-3,80.97e-9,97.24e-9,59.23e-9,94.58e-9,800e-3,800e-3,800e-3,800e-3,51.32e-9,800e-3,800e-3,50.26e-9,800e-3,68e-9,800e-3,54.45e-9,800e-3,48.32e-9,55.15e-9,59.6e-9,54.68e-9,58.56e-9,800e-3,800e-3,800e-3,44.67e-9,55.01e-9,67.76e-9,800e-3,800e-3,72.75e-9,800e-3,800e-3,800e-3,800e-3,29.72e-9,125.8e-9,108.5e-9,50.76e-9,800e-3,800e-3,800e-3,800e-3,800e-3,244.2e-9,52.96e-9,800e-3,800e-3,61.94e-9,52.01e-9,800e-3,800e-3,59.84e-9,58e-9,800e-3,57.42e-9,84.57e-9,800e-3,46.63e-9,800e-3,71.96e-9,46.23e-9,59e-9,800e-3,800e-3,800e-3,47.79e-9,59.37e-9
52,nom,52,,51.24e-9,67.53e-9,800e-3,49.86e-9,800e-3,53.09e-9,94.48e-9,63.91e-9,84.16e-9,800e-3,57.21e-9,800e-3,800e-3,800e-3,47.1e-9,62.59e-9,800e-3,800e-3,108.9e-9,800e-3,73.03e-9,91.07e-9,800e-3,800e-3,26.49e-9,800e-3,800e-3,800e-3,65.32e-9,800e-3,800e-3,44.54e-9,800e-3,800e-3,67.97e-9,76.03e-9,800e-3,73.2e-9,106.6e-9,57.89e-9,800e-3,53.38e-9,69.27e-9,722.4e-9,800e-3,800e-3,800e-3,800e-3,63.34e-9,50.7e-9,800e-3,57.95e-9,59.72e-9,14.04e-9,59.07e-9,800e-3,54.12e-9,56.5e-9,48.97e-9,800e-3,60.41e-9,800e-3,29.47e-9,46.05e-9,46.85e-9,800e-3,800e-3,36.54e-9,24.38e-9,800e-3,800e-3,63.33e-9,60.74e-9,800e-3,800e-3,57.02e-9,800e-3,50.32e-9,-89.5e-9,50.93e-9,47.83e-9,79.64e-9,86.48e-9,76.65e-9,103e-9,800e-3,800e-3,46.07e-9,72.64e-9,46.63e-9,800e-3,800e-3,800e-3,800e-3,800e-3,63.73e-9,43.51e-9,83.42e-9,56.13e-9,89.18e-9,56.37e-9,800e-3,62.67e-9,800e-3,800e-3,800e-3,800e-3,63.25e-9,55.83e-9,72.13e-9,800e-3,69.36e-9,76.16e-9,800e-3,800e-3,800e-3,74.11e-9,800e-3,-158.2e-9,800e-3,800e-3,71.93e-9,53.56e-9,63.31e-9,74.92e-9,800e-3,800e-3,800e-3
53,nom,53,,800e-3,800e-3,800e-3,800e-3,48.57e-9,800e-3,58.49e-9,18e-9,47.52e-9,49.54e-9,66.14e-9,52.64e-9,51.94e-9,88.73e-9,800e-3,800e-3,800e-3,800e-3,800e-3,288.1e-9,800e-3,800e-3,59.61e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,35.21e-9,67.31e-9,800e-3,800e-3,142.9e-9,800e-3,154.5e-9,-17.97e-9,56.7e-9,800e-3,56.66e-9,800e-3,800e-3,800e-3,139.5e-9,800e-3,44.56e-9,800e-3,800e-3,72.85e-9,121.5e-9,800e-3,45.45e-9,62.31e-9,72.35e-9,800e-3,800e-3,78.22e-9,-8.587e-9,58.8e-9,800e-3,43.77e-9,800e-3,800e-3,-13.48e-9,96.54e-9,800e-3,206e-9,800e-3,49.08e-9,100.3e-9,800e-3,800e-3,800e-3,48.78e-9,800e-3,120.9e-9,800e-3,800e-3,45.38e-9,800e-3,89.87e-9,59.74e-9,800e-3,80.02e-9,69.96e-9,800e-3,800e-3,800e-3,71.7e-9,800e-3,155e-9,103e-9,67.95e-9,72.59e-9,800e-3,800e-3,-40.04e-9,74.24e-9,55.99e-9,800e-3,143e-9,48.04e-9,63.78e-9,32.64e-9,800e-3,46.17e-9,800e-3,800e-3,800e-3,77.52e-9,-2.695e-6,62.13e-9,800e-3,800e-3,43.29e-9,800e-3,58.09e-9,57.33e-9,800e-3,800e-3,319.5e-9,110.7e-9,50.39e-9,55.19e-9,50.76e-9,71.71e-9,800e-3
54,nom,54,,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,45.94e-9,800e-3,800e-3,800e-3,800e-3,294.4e-9,59.48e-9,800e-3,800e-3,51.28e-9,800e-3,800e-3,800e-3,78.06e-9,800e-3,800e-3,800e-3,91.8e-9,72.42e-9,77.19e-9,800e-3,-13.88e-9,160.5e-9,68.02e-9,56.54e-9,74.23e-9,800e-3,89.07e-9,9.31e-9,800e-3,800e-3,800e-3,46.66e-9,61.99e-9,800e-3,800e-3,800e-3,43.64e-9,800e-3,41.66e-9,50.09e-9,800e-3,800e-3,800e-3,88.28e-9,57.58e-9,800e-3,54.97e-9,-48.2e-9,23.44e-9,43.11e-9,800e-3,800e-3,800e-3,800e-3,800e-3,2.717e-9,800e-3,800e-3,800e-3,108.2e-9,800e-3,800e-3,84.17e-9,800e-3,800e-3,800e-3,800e-3,800e-3,47.8e-9,800e-3,93.38e-9,800e-3,800e-3,800e-3,47.13e-9,800e-3,800e-3,29.04e-9,58.48e-9,800e-3,800e-3,232.5e-9,800e-3,76.26e-9,800e-3,21.73e-9,800e-3,110e-9,800e-3,82.18e-9,800e-3,800e-3,35.39e-9,65.44e-9,800e-3,800e-3,800e-3,800e-3,67.42e-9,89.77e-9,83.49e-9,-59.62e-9,800e-3,64.25e-9,800e-3,44.19e-9,800e-3,800e-3,88.17e-9,800e-3,800e-3,89.2e-9,800e-3,92.69e-9,65.01e-9,800e-3,800e-3,800e-3,110.6e-9,800e-3,70.05e-9
55,nom,55,,116.8e-9,800e-3,16.8e-9,800e-3,800e-3,61.24e-9,23.1e-9,800e-3,130e-9,92.92e-9,54.31e-9,17.95e-9,800e-3,800e-3,800e-3,25.83e-9,58.84e-9,102.8e-9,800e-3,343.3e-9,64.27e-9,800e-3,800e-3,800e-3,800e-3,800e-3,67.72e-9,800e-3,55.2e-9,45.09e-9,50.27e-9,800e-3,60.76e-9,50.75e-9,800e-3,800e-3,800e-3,178.9e-9,353.9e-9,800e-3,107e-9,800e-3,81.69e-9,800e-3,27.94e-9,800e-3,111.4e-9,43.41e-9,54.6e-9,-67.89e-9,56.2e-9,800e-3,800e-3,800e-3,800e-3,18.47e-9,-745.6e-9,49.94e-9,99.63e-9,64.85e-9,800e-3,245.1e-9,800e-3,800e-3,-34.11e-9,800e-3,146.1e-9,66.77e-9,68.61e-9,200e-9,37.01e-9,800e-3,800e-3,73.89e-9,79.65e-9,800e-3,-137e-9,59.08e-9,800e-3,92.53e-9,-3.448e-6,800e-3,800e-3,68.76e-9,800e-3,800e-3,71.33e-9,800e-3,60.48e-9,81.02e-9,54.51e-9,63.61e-9,800e-3,800e-3,58.65e-9,97.75e-9,49.92e-9,800e-3,-145.2e-9,800e-3,800e-3,800e-3,55.86e-9,86.65e-9,800e-3,800e-3,800e-3,-173.3e-9,32.22e-9,101.5e-9,800e-3,60.32e-9,800e-3,800e-3,160.3e-9,800e-3,800e-3,64.62e-9,57.77e-9,72.05e-9,47.37e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3
56,nom,56,,800e-3,48.2e-9,1.197e-9,80.94e-9,52.35e-9,43.64e-9,800e-3,800e-3,82.45e-9,-276.8e-9,800e-3,87.4e-9,800e-3,800e-3,800e-3,108.6e-9,55.92e-9,145.6e-9,53.26e-9,800e-3,-32.98e-9,800e-3,118.1e-9,800e-3,800e-3,101.1e-9,52.13e-9,800e-3,51.31e-9,800e-3,374.7e-9,800e-3,44.07e-9,800e-3,800e-3,800e-3,-3.37e-9,800e-3,800e-3,800e-3,106.9e-9,800e-3,50.7e-9,800e-3,800e-3,61.74e-9,800e-3,94.26e-9,800e-3,800e-3,56.87e-9,800e-3,800e-3,800e-3,55.15e-9,82.8e-9,78.81e-9,800e-3,800e-3,800e-3,-56.05e-9,43.35e-9,800e-3,800e-3,82.14e-9,800e-3,800e-3,-429e-9,90.16e-9,800e-3,65.57e-9,52.39e-9,800e-3,800e-3,39.21e-9,800e-3,800e-3,800e-3,51.47e-9,79.99e-9,800e-3,52.72e-9,417e-9,47.94e-9,800e-3,800e-3,140.9e-9,800e-3,74.42e-9,77.8e-9,-225.9e-9,800e-3,800e-3,800e-3,62.85e-9,149.6e-9,800e-3,800e-3,800e-3,55.84e-9,800e-3,800e-3,52.76e-9,126.1e-9,123.4e-9,800e-3,800e-3,64.09e-9,-48.95e-9,65.15e-9,43.25e-9,800e-3,800e-3,43.92e-9,51.6e-9,69.65e-9,800e-3,106.3e-9,61.93e-9,-12.75e-9,64.54e-9,32.96e-9,800e-3,64.32e-9,800e-3,800e-3,76.09e-9,800e-3
57,nom,57,,800e-3,62.02e-9,84.33e-9,800e-3,800e-3,800e-3,53.04e-9,32.56e-9,800e-3,81.42e-9,800e-3,60.08e-9,-122e-9,123.9e-9,48.53e-9,58e-9,800e-3,800e-3,800e-3,800e-3,800e-3,54.33e-9,800e-3,-57.94e-9,140.5e-9,800e-3,800e-3,-474.7e-9,800e-3,800e-3,800e-3,800e-3,800e-3,64.92e-9,100e-9,800e-3,77.26e-9,65.99e-9,800e-3,73.82e-9,800e-3,50.11e-9,800e-3,73.48e-9,71.04e-9,800e-3,64.2e-9,800e-3,50.41e-9,65.1e-9,800e-3,48.17e-9,800e-3,800e-3,800e-3,64.56e-9,800e-3,47.55e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,375.6e-9,54.6e-9,800e-3,800e-3,800e-3,51.22e-9,800e-3,70.54e-9,84.67e-9,800e-3,42.01e-9,57.68e-9,800e-3,800e-3,53.5e-9,800e-3,800e-3,60.13e-9,800e-3,800e-3,106.5e-9,108.6e-9,135e-9,-268.1e-9,18.45e-9,800e-3,800e-3,192e-9,113.3e-9,800e-3,800e-3,45.84e-9,71.51e-9,132.6e-9,800e-3,30.06e-9,800e-3,800e-3,29.05e-9,800e-3,10.06e-9,79.42e-9,511.2e-9,75.03e-9,800e-3,51.32e-9,76.1e-9,800e-3,800e-3,800e-3,131.7e-9,62.36e-9,800e-3,32.99e-9,800e-3,40.21e-9,800e-3,50.53e-9,36.24e-9,800e-3,800e-3,800e-3,106e-9
58,nom,58,,800e-3,800e-3,800e-3,800e-3,64.63e-9,800e-3,800e-3,82.67e-9,800e-3,800e-3,800e-3,800e-3,90.45e-9,54.05e-9,800e-3,800e-3,67.29e-9,800e-3,800e-3,74.33e-9,46.61e-9,63.34e-9,66.71e-9,800e-3,54.13e-9,42.17e-9,48.2e-9,800e-3,800e-3,63.07e-9,48.4e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,60.6e-9,51.88e-9,68.88e-9,56.75e-9,800e-3,800e-3,800e-3,800e-3,71.57e-9,800e-3,51.72e-9,85.09e-9,800e-3,800e-3,800e-3,48.39e-9,53.84e-9,63.59e-9,800e-3,33.7e-9,800e-3,61.61e-9,800e-3,85.5e-9,800e-3,30.94e-9,800e-3,800e-3,1.785e-6,800e-3,800e-3,800e-3,44.46e-9,88.87e-9,800e-3,113.7e-9,800e-3,69.93e-9,47.29e-9,61.31e-9,800e-3,74.78e-9,800e-3,-17.84e-9,800e-3,38.26e-9,94.32e-9,122e-9,53.98e-9,73.58e-9,75.51e-9,800e-3,65.99e-9,51.77e-9,214.4e-9,800e-3,800e-3,53.57e-9,74.33e-9,800e-3,800e-3,75.77e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,63e-9,800e-3,800e-3,40.94e-9,800e-3,800e-3,80.93e-9,800e-3,800e-3,800e-3,71.25e-9,47.22e-9,800e-3,101.5e-9,800e-3,95.28e-9,57.85e-9,60.59e-9,800e-3,81.47e-9,62.56e-9,80.2e-9
59,nom,59,,800e-3,800e-3,800e-3,800e-3,43.68e-9,55.85e-9,800e-3,800e-3,93.19e-9,48.26e-9,156.8e-9,68.69e-9,89.15e-9,800e-3,56.71e-9,800e-3,48.05e-9,800e-3,44.25e-9,800e-3,74.76e-9,800e-3,62.37e-9,58.96e-9,73.99e-9,65.07e-9,800e-3,53.65e-9,800e-3,800e-3,800e-3,800e-3,59.96e-9,56.73e-9,73.8e-9,800e-3,64.49e-9,800e-3,800e-3,800e-3,800e-3,215.3e-9,800e-3,117.4e-9,800e-3,55.03e-9,800e-3,70.67e-9,800e-3,81.12e-9,800e-3,64.77e-9,800e-3,800e-3,43.35e-9,92.7e-9,800e-3,800e-3,800e-3,800e-3,800e-3,110.1e-9,800e-3,46.8e-9,126.1e-9,800e-3,46.3e-9,62.3e-9,51.35e-9,800e-3,800e-3,800e-3,800e-3,800e-3,48.44e-9,800e-3,800e-3,54.12e-9,155.8e-9,800e-3,71.09e-9,57.77e-9,49.31e-9,35.98e-9,60.27e-9,70.47e-9,54.17e-9,800e-3,800e-3,800e-3,72.42e-9,800e-3,800e-3,272.9e-9,800e-3,800e-3,800e-3,42.38e-9,800e-3,59.35e-9,81.65e-9,800e-3,116e-9,52.08e-9,54.87e-9,62.07e-9,46.48e-9,56.22e-9,47.84e-9,81.37e-9,800e-3,132.8e-9,800e-3,54.35e-9,87.22e-9,104.9e-9,800e-3,800e-3,800e-3,800e-3,12.83e-9,55.1e-9,800e-3,800e-3,800e-3,800e-3,800e-3,51.12e-9
60,nom,60,,800e-3,64.86e-9,26.24e-9,800e-3,800e-3,51.14e-9,-8.77e-9,59.1e-9,42.54e-9,800e-3,51.89e-9,800e-3,56.11e-9,126.3e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,79.57e-9,66.7e-9,800e-3,800e-3,800e-3,800e-3,49.71e-9,800e-3,69.53e-9,800e-3,48.22e-9,86.06e-9,51.14e-9,56.37e-9,40.9e-9,63.74e-9,800e-3,54.62e-9,800e-3,54.96e-9,800e-3,55.02e-9,66.58e-9,800e-3,800e-3,800e-3,48.24e-9,800e-3,88e-9,61.42e-9,800e-3,61.72e-9,800e-3,800e-3,800e-3,800e-3,800e-3,56.51e-9,73.7e-9,83.6e-9,800e-3,78.31e-9,800e-3,48.81e-9,800e-3,800e-3,800e-3,64.37e-9,800e-3,44.24e-9,64.65e-9,49.38e-9,53.48e-9,800e-3,800e-3,800e-3,113.2e-9,68.55e-9,800e-3,800e-3,85.72e-9,800e-3,800e-3,67.94e-9,59.07e-9,70.11e-9,800e-3,48.02e-9,29.74e-9,63.69e-9,800e-3,800e-3,53.69e-9,800e-3,50.07e-9,800e-3,51.19e-9,800e-3,800e-3,800e-3,800e-3,800e-3,84.63e-9,1.742e-6,59.51e-9,800e-3,65.91e-9,69.96e-9,800e-3,81.34e-9,800e-3,800e-3,71.5e-9,44.41e-9,85.22e-9,800e-3,800e-3,800e-3,800e-3,53.96e-9,800e-3,46.78e-9,800e-3,800e-3,800e-3,800e-3,56.36e-9
61,nom,61,,800e-3,70.25e-9,800e-3,800e-3,800e-3,800e-3,800e-3,49.05e-9,64.02e-9,800e-3,61.98e-9,800e-3,800e-3,800e-3,98.77e-9,63.06e-9,800e-3,800e-3,89.9e-9,51.05e-9,14.39e-9,800e-3,800e-3,-412.7e-9,112.7e-9,800e-3,800e-3,67.11e-9,800e-3,51.99e-9,68.27e-9,69.18e-9,800e-3,800e-3,800e-3,44.27e-9,97.97e-9,42.85e-9,85.53e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,98.36e-9,800e-3,800e-3,87.99e-9,800e-3,800e-3,52.42e-9,800e-3,83.37e-9,63.34e-9,54.22e-9,59.18e-9,800e-3,800e-3,687.8e-9,800e-3,800e-3,96.75e-9,52.55e-9,800e-3,800e-3,53.85e-9,-955.1e-9,800e-3,800e-3,800e-3,44.64e-9,31.69e-9,800e-3,800e-3,800e-3,800e-3,59.01e-9,71.4e-9,800e-3,67.2e-9,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,800e-3,81.46e-9,800e-3,57.23e-9,800e-3,50.5e-9,800e-3,94.02e-9,170.2e-9,800e-3,54.61e-9,36.59e-9,57.3e-9,800e-3,800e-3,71.21e-9,800e-3,53.75e-9,800e-3,800e-3,800e-3,64.79e-9,800e-3,800e-3,194.2e-9,96.5e-9,47.57e-9,32.74e-9,86.61e-9,800e-3,69.06e-9,800e-3,45.22e-9,59.96e-9,73.97e-9,34.44e-9,800e-3
